,viewed
18105,0
18106,0
18107,0
18109,0
18110,1
18113,0
18115,0
18117,0
18119,1
18122,1
18125,0
18126,0
18127,0
18128,1
18130,0
18131,1
18134,0
18135,1
18137,0
18138,0
18139,0
18140,1
18142,1
18144,0
18145,0
18146,1
18149,0
18151,1
18153,1
18157,0
18158,0
18160,0
18162,0
18163,1
18165,1
18168,0
18169,0
18171,0
18172,0
18173,1
18176,0
18177,0
18178,1
18181,0
18182,1
18185,0
18186,0
18187,0
18189,0
18190,0
18191,0
18192,1
18195,0
18197,0
18198,0
18200,1
18203,1
18206,1
18208,0
18210,0
18211,0
18212,0
18214,1
18216,0
18218,1
18221,0
18223,0
18225,1
18227,1
18230,1
18233,0
18234,1
18236,1
18238,0
18239,0
18240,0
18241,1
18243,1
18245,0
18247,1
18250,0
18252,0
18254,1
18256,1
18258,1
18260,0
18261,0
18262,0
18263,1
18266,1
18268,0
18269,0
18271,0
18272,0
18274,0
18275,0
18277,0
18279,0
18280,0
18281,0
18282,0
18284,0
18285,0
18286,1
18289,0
18290,0
18291,0
18292,0
18293,0
18294,0
18295,0
18297,1
18300,1
18303,0
18304,1
18306,0
18308,0
18309,0
18310,0
18311,0
18312,0
18313,0
18315,0
18317,0
18319,0
18320,0
18322,1
18325,0
18326,1
18327,1
18330,1
18333,1
18336,0
18337,0
18339,0
18341,0
18342,0
18343,0
18344,0
18345,0
18346,0
18348,0
18350,0
18352,0
18354,0
18355,1
18357,0
18358,0
18360,0
18361,0
18362,1
18364,1
18367,0
18369,1
18371,0
18372,0
18373,1
18376,1
18378,1
18380,0
18381,0
18382,1
18385,1
18387,1
18389,1
18391,0
18392,0
18393,0
18395,0
18397,0
18399,0
18400,0
18402,0
18404,0
18405,1
18407,0
18408,1
18411,0
18412,0
18413,0
18414,0
18415,0
18416,0
18417,0
18419,0
18420,0
18422,1
18425,0
18427,0
18429,1
18432,0
18434,0
18435,1
18438,1
18440,0
18442,0
18443,1
18446,1
18449,1
18452,0
18453,1
18456,0
18458,1
18461,0
18463,1
18465,1
18467,0
18468,1
18471,0
18473,0
18475,1
18478,0
18480,0
18481,0
18483,0
18484,0
18485,0
18486,0
18488,1
18490,0
18491,0
18492,1
18494,0
18495,0
18497,1
18499,0
18500,0
18501,1
18504,1
18507,0
18508,1
18511,0
18512,1
18515,0
18516,0
18518,0
18520,0
18521,0
18522,0
18523,0
18525,0
18527,0
18528,0
18529,1
18531,0
18532,0
18533,0
18534,1
18537,1
18540,0
18541,1
18543,0
18544,0
18545,0
18546,0
18548,0
18550,1
18553,0
18554,0
18555,0
18557,0
18558,1
18561,1
18563,0
18564,1
18567,1
18570,1
18573,1
18576,1
18579,0
18580,0
18582,0
18583,0
18586,1
18589,0
18591,0
18593,1
18596,0
18597,0
18598,0
18599,1
18601,0
18602,0
18604,0
18606,0
18607,1
18609,0
18610,0
18611,0
18613,0
18615,1
18618,1
18620,1
18622,1
18625,0
18626,1
18629,0
18630,1
18633,0
18634,0
18636,0
18637,0
18638,0
18639,0
18640,0
18641,0
18642,0
18643,1
18646,0
18647,0
18648,1
18650,1
18652,0
18653,1
18655,0
18656,0
18658,0
18660,0
18661,1
18663,0
18664,1
18665,1
18667,0
18668,1
18670,1
18672,0
18674,0
18676,1
18679,0
18680,0
18681,0
18683,0
18685,0
18687,1
18690,0
18691,0
18693,0
18694,0
18696,0
18697,1
18700,1
18703,1
18705,0
18706,1
18709,1
18711,0
18713,0
18714,1
18717,1
18720,0
18721,1
18724,1
18726,1
18729,0
18730,0
18731,1
18733,1
18735,1
18738,0
18740,0
18741,1
18742,1
18744,1
18747,1
18750,1
18752,0
18753,0
18755,0
18756,0
18757,1
18759,0
18760,0
18761,0
18762,0
18763,1
18766,1
18767,1
18770,0
18771,0
18772,0
18773,0
18775,0
18776,0
18777,0
18778,0
18780,0
18781,0
18782,1
18785,1
18787,1
18790,1
18793,0
18795,1
18798,0
18800,1
18803,0
18804,0
18805,0
18806,1
18809,1
18811,0
18812,1
18814,0
18815,0
18817,1
18819,1
18822,0
18823,0
18824,0
18825,0
18826,0
18827,1
18829,0
18830,0
18832,1
18834,0
18835,0
18837,1
18839,1
18842,1
18845,0
18847,0
18848,0
18849,0
18850,0
18851,1
18853,1
18855,1
18857,1
18860,0
18861,0
18863,0
18864,0
18866,1
18869,1
18872,0
18873,0
18874,0
18875,1
18878,0
18879,1
18882,0
18884,0
18885,0
18886,0
18888,0
18890,1
18892,1
18894,0
18896,1
18898,0
18900,1
18903,0
18905,0
18907,0
18909,1
18912,1
18915,0
18916,0
18917,1
18920,0
18921,0
18922,0
18923,0
18924,1
18926,0
18928,1
18930,1
18933,0
18934,0
18936,0
18937,1
18939,1
18941,1
18943,1
18946,0
18948,0
18949,1
18952,0
18953,1
18955,1
18956,1
18958,1
18960,0
18962,0
18964,0
18966,0
18967,0
18968,0
18969,0
18970,0
18972,0
18974,0
18975,0
18976,1
18978,0
18979,0
18981,1
18983,0
18985,0
18986,0
18987,0
18989,1
18992,0
18993,0
18995,0
18996,0
18998,0
18999,0
19001,0
19003,0
19005,0
19007,1
19009,1
19011,1
19012,1
19014,0
19015,1
19017,1
19020,0
19022,1
19023,1
19025,0
19027,1
19030,1
19033,0
19034,1
19037,1
19039,0
19041,0
19042,1
19044,1
19047,0
19048,0
19049,1
19051,0
19052,0
19053,0
19054,0
19055,0
19057,0
19058,0
19059,0
19060,0
19062,1
19065,0
19067,1
19070,1
19073,0
19075,0
19077,0
19079,0
19080,1
19082,0
19083,0
19084,0
19086,0
19087,0
19088,0
19089,1
19092,0
19094,0
19096,1
19097,1
19100,1
19102,1
19104,1
19107,0
19108,1
19111,1
19114,0
19115,0
19117,0
19118,0
19120,0
19121,0
19123,0
19125,0
19127,0
19129,0
19131,1
19134,0
19136,1
19139,0
19141,1
19144,0
19145,0
19146,0
19147,1
19149,0
19150,1
19153,0
19155,0
19157,0
19158,0
19160,1
19163,0
19165,1
19167,0
19168,0
19169,1
19172,0
19173,0
19175,0
19176,1
19179,0
19180,1
19183,0
19185,0
19186,0
19187,0
19189,0
19190,1
19193,0
19194,0
19195,1
19198,0
19199,0
19201,0
19202,1
19205,0
19206,0
19207,1
19210,1
19212,0
19213,0
19214,1
19216,1
19218,0
19220,1
19222,1
19224,0
19225,0
19226,0
19227,0
19228,1
19231,0
19232,0
19233,0
19234,0
19236,1
19239,1
19241,0
19243,1
19245,0
19247,1
19248,1
19251,0
19253,0
19255,0
19257,0
19258,0
19260,1
19263,0
19264,0
19265,0
19267,1
19269,0
19270,0
19271,1
19274,1
19276,0
19277,0
19278,1
19281,1
19284,0
19285,1
19288,0
19290,0
19291,0
19292,0
19293,0
19295,1
19298,0
19299,0
19300,1
19302,0
19303,1
19304,1
19306,1
19309,0
19310,0
19311,1
19313,1
19315,1
19317,0
19318,0
19319,0
19321,1
19323,1
19325,0
19327,0
19328,1
19330,0
19331,1
19333,0
19334,0
19335,0
19336,1
19338,0
19339,1
19342,1
19345,0
19346,1
19349,1
19352,0
19353,0
19354,1
19356,0
19358,1
19360,0
19362,1
19365,1
19368,0
19369,0
19371,1
19373,0
19374,0
19376,0
19377,0
19379,1
19381,1
19384,0
19386,0
19387,0
19388,0
19389,0
19391,1
19392,1
19395,1
19397,0
19399,0
19401,1
19404,0
19405,1
19406,1
19409,1
19410,1
19413,0
19414,0
19415,1
19417,0
19418,0
19419,0
19421,0
19422,0
19424,0
19425,0
19427,0
19428,0
19429,0
19430,0
19431,0
19433,0
19434,0
19436,0
19438,1
19440,1
19443,1
19445,0
19447,0
19448,0
19449,0
19450,0
19452,0
19453,0
19455,1
19458,1
19460,1
19462,0
19463,0
19465,0
19467,0
19468,0
19470,1
19472,1
19475,1
19478,1
19481,0
19482,1
19485,1
19488,0
19489,1
19491,0
19492,0
19493,0
19494,0
19496,1
19498,1
19501,0
19502,0
19503,0
19504,0
19505,0
19506,0
19507,1
19510,0
19511,0
19512,0
19514,1
19516,1
19518,1
19521,1
19524,0
19525,0
19526,0
19528,1
19531,0
19532,1
19534,1
19536,0
19537,0
19538,0
19539,0
19541,0
19543,1
19545,0
19547,0
19548,0
19549,1
19551,0
19552,0
19553,0
19555,0
19556,0
19557,0
19558,1
19561,0
19562,0
19563,0
19565,0
19566,0
19567,0
19568,1
19571,1
19573,0
19575,0
19577,1
19580,1
19583,1
19586,0
19587,1
19589,0
19591,0
19592,0
19594,1
19596,0
19597,0
19598,0
19600,0
19602,1
19604,0
19606,0
19608,0
19610,0
19611,0
19613,0
19614,0
19615,1
19618,1
19620,1
19622,0
19623,0
19625,0
19627,0
19628,0
19629,0
19630,0
19631,0
19632,0
19634,1
19637,0
19638,0
19639,0
19641,0
19643,1
19646,1
19649,1
19652,1
19655,0
19656,1
19658,0
19659,0
19660,0
19661,0
19662,0
19664,0
19665,0
19666,1
19668,0
19669,1
19671,1
19674,1
19676,1
19679,0
19680,0
19682,0
19683,0
19684,0
19685,0
19687,0
19689,0
19690,1
19692,1
19694,0
19695,0
19696,0
19698,0
19699,1
19702,1
19704,0
19706,0
19707,0
19708,0
19709,0
19710,0
19711,1
19714,0
19716,1
19718,0
19719,0
19721,0
19723,1
19726,0
19727,0
19729,0
19730,0
19731,0
19732,1
19734,0
19735,0
19736,0
19737,0
19738,0
19739,1
19742,0
19744,1
19745,1
19748,0
19749,1
19751,0
19752,0
19753,0
19754,0
19755,0
19756,0
19758,0
19759,1
19762,0
19763,0
19765,1
19767,1
19769,0
19771,0
19772,0
19773,0
19774,0
19775,1
19778,0
19779,0
19780,0
19781,0
19782,0
19783,1
19784,1
19788,1
19790,0
19791,0
19793,0
19794,0
19796,0
19797,0
19798,0
19799,1
19801,0
19802,0
19804,0
19805,0
19806,1
19809,0
19811,0
19813,0
19815,0
19816,0
19817,0
19819,0
19820,0
19821,1
19824,1
19827,1
19830,0
19832,0
19833,1
19835,0
19836,0
19837,0
19839,0
19840,0
19841,1
19843,1
19846,0
19848,1
19849,1
19852,1
19854,0
19856,0
19857,0
19859,0
19861,0
19862,1
19865,1
19867,1
19870,1
19873,0
19875,0
19877,0
19878,0
19879,0
19880,0
19881,1
19883,1
19885,1
19888,0
19889,0
19890,1
19892,0
19893,0
19894,0
19895,0
19896,0
19897,0
19899,1
19902,0
19904,0
19905,0
19906,0
19908,0
19910,1
19913,0
19915,0
19916,1
19918,0
19919,0
19920,0
19921,0
19923,0
19924,1
19927,1
19930,0
19931,0
19932,0
19933,0
19934,0
19935,0
19936,1
19939,0
19941,0
19942,1
19944,0
19945,1
19948,0
19949,0
19951,0
19952,0
19953,0
19954,0
19955,0
19956,0
19958,0
19959,1
19962,0
19964,1
19966,1
19969,0
19970,0
19971,0
19972,0
19974,0
19975,1
19977,1
19979,1
19981,0
19982,0
19983,1
19986,0
19987,1
19990,1
19993,1
19995,1
19998,1
19999,1
20002,0
20003,0
20005,0
20006,1
20009,0
20010,0
20011,0
20012,0
20013,0
20015,0
20016,0
20017,1
20020,1
20023,0
20025,0
20026,0
20027,0
20028,0
20029,0
20030,0
20032,0
20033,0
20035,1
20038,1
20041,0
20042,1
20044,1
20047,1
20050,1
20053,1
20055,0
20056,0
20058,0
20060,1
20063,0
20065,0
20066,0
20068,1
20070,1
20072,1
20075,0
20076,0
20078,0
20080,0
20081,0
20082,1
20084,1
20087,1
20089,0
20091,0
20092,0
20094,1
20097,0
20098,1
20100,0
20102,0
20103,0
20104,0
20105,0
20106,0
20108,0
20109,0
20110,0
20111,0
20112,1
20115,0
20116,0
20117,0
20118,0
20120,1
20123,0
20125,0
20126,0
20127,0
20129,1
20132,0
20134,1
20136,1
20139,0
20140,0
20142,0
20144,1
20147,0
20149,1
20151,1
20154,1
20156,0
20158,0
20159,1
20162,1
20164,1
20167,0
20168,0
20169,0
20170,1
20173,0
20174,0
20175,0
20176,1
20179,1
20182,1
20185,1
20187,0
20189,0
20191,1
20193,0
20194,0
20195,0
20197,0
20198,0
20199,0
20200,0
20201,1
20203,0
20204,1
20207,0
20208,0
20210,1
20213,1
20215,0
20216,0
20218,0
20219,0
20221,0
20222,0
20223,0
20224,1
20227,0
20228,0
20229,0
20231,0
20233,1
20236,0
20237,0
20238,1
20241,1
20243,1
20246,0
20248,0
20249,1
20251,0
20252,0
20253,0
20254,0
20255,1
20258,0
20259,0
20260,1
20263,0
20264,0
20266,1
20269,0
20271,0
20273,1
20276,0
20277,0
20278,0
20280,0
20281,0
20283,0
20284,1
20287,1
20289,1
20292,1
20294,1
20296,0
20297,0
20299,0
20300,0
20301,0
20302,0
20303,0
20304,0
20305,0
20307,0
20308,0
20310,0
20311,1
20314,0
20316,0
20317,0
20318,0
20320,0
20321,0
20322,1
20325,1
20327,1
20329,1
20331,1
20334,0
20335,0
20336,0
20337,0
20339,0
20341,1
20344,1
20347,0
20348,0
20349,0
20350,0
20351,0
20352,1
20355,0
20356,0
20357,0
20359,1
20361,1
20363,1
20366,1
20368,1
20371,1
20373,1
20376,0
20377,1
20380,1
20383,0
20384,0
20386,0
20387,0
20388,0
20390,0
20392,0
20394,0
20396,0
20397,1
20400,1
20403,1
20406,0
20407,1
20410,1
20413,0
20415,0
20416,1
20418,0
20419,0
20420,1
20422,0
20423,1
20426,0
20427,0
20428,0
20429,0
20431,1
20433,0
20435,1
20438,0
20439,0
20441,0
20442,0
20443,1
20445,1
20447,1
20450,1
20453,0
20454,0
20457,1
20458,1
20462,1
20464,0
20467,0
20468,0
20469,0
20470,0
20471,0
20473,1
20475,1
20478,1
20480,1
20482,0
20484,1
20487,0
20489,1
20492,0
20493,0
20495,1
20498,0
20499,0
20500,0
20502,0
20503,0
20505,0
20507,1
20509,0
20510,0
20512,0
20514,0
20516,0
20518,1
20521,0
20523,1
20526,0
20528,0
20529,0
20530,1
20533,0
20535,0
20537,1
20539,1
20541,1
20543,0
20544,1
20546,1
20549,1
20552,0
20554,1
20557,0
20559,0
20561,0
20562,0
20564,1
20566,1
20568,1
20570,1
20572,0
20573,0
20575,1
20578,0
20579,0
20580,0
20581,0
20582,1
20585,0
20586,1
20588,0
20590,1
20593,1
20596,1
20598,1
20601,0
20602,0
20603,0
20605,0
20606,0
20607,1
20610,0
20612,0
20614,0
20615,1
20618,0
20620,0
20621,0
20622,1
20625,0
20626,0
20627,0
20629,0
20630,0
20631,1
20634,0
20635,0
20636,0
20637,0
20638,0
20640,0
20641,0
20642,0
20644,1
20647,1
20649,0
20651,0
20652,1
20654,0
20655,0
20656,0
20657,1
20660,0
20662,1
20664,1
20666,0
20667,1
20669,0
20670,0
20671,1
20674,1
20677,0
20679,1
20682,0
20684,1
20687,0
20689,1
20691,0
20692,0
20693,0
20694,0
20695,0
20696,0
20698,0
20700,1
20702,0
20703,1
20705,0
20706,1
20708,0
20710,0
20711,0
20712,0
20714,1
20715,1
20718,0
20719,0
20721,0
20723,1
20726,0
20727,0
20729,0
20731,1
20734,1
20737,1
20740,1
20742,1
20745,1
20748,1
20751,0
20753,0
20754,0
20755,0
20756,0
20758,0
20759,0
20761,1
20763,0
20764,0
20765,0
20766,0
20768,0
20769,1
20772,1
20775,0
20777,0
20779,0
20781,0
20782,0
20784,1
20787,0
20789,0
20791,0
20793,1
20796,0
20798,1
20801,1
20804,0
20806,0
20807,0
20808,0
20809,1
20811,1
20813,0
20814,0
20816,0
20817,0
20819,1
20821,1
20824,0
20825,0
20826,1
20829,0
20830,0
20833,0
20834,1
20836,0
20837,1
20839,0
20841,0
20843,0
20845,1
20847,0
20848,0
20849,0
20851,0
20853,1
20855,0
20857,0
20859,0
20861,0
20863,1
20865,0
20866,1
20869,1
20872,0
20874,0
20875,0
20876,1
20879,1
20882,0
20883,0
20885,1
20888,0
20889,1
20892,0
20893,0
20894,0
20895,1
20898,1
20901,0
20903,0
20904,0
20905,0
20906,1
20908,1
20911,0
20913,1
20916,0
20917,1
20919,0
20920,0
20921,1
20924,1
20927,1
20930,1
20931,1
20933,1
20936,0
20938,1
20940,0
20942,0
20943,0
20945,1
20946,1
20948,1
20950,1
20952,1
20955,1
20957,0
20958,1
20960,1
20963,1
20965,0
20967,0
20969,0
20970,0
20972,1
20975,1
20977,1
20979,1
20982,0
20984,0
20986,0
20987,0
20988,1
20991,0
20993,1
20996,1
20999,0
21000,0
21001,0
21003,1
21006,1
21009,0
21010,1
21013,0
21015,1
21018,1
21020,0
21021,1
21023,1
21026,0
21027,0
21028,0
21029,0
21032,1
21034,0
21035,1
21038,0
21039,0
21040,1
21043,1
21045,1
21047,1
21049,0
21050,0
21052,1
21055,0
21057,0
21058,0
21059,1
21062,0
21063,0
21064,0
21066,1
21069,1
21072,0
21074,0
21076,0
21078,0
21080,1
21082,0
21084,0
21085,0
21086,1
21089,1
21091,1
21093,1
21096,1
21099,0
21100,1
21102,0
21103,1
21105,0
21106,0
21108,0
21109,0
21111,1
21114,1
21117,1
21120,1
21123,0
21124,0
21126,0
21127,0
21128,1
21131,1
21134,0
21136,1
21138,0
21139,0
21140,1
21142,0
21143,1
21146,0
21147,0
21149,1
21150,1
21153,0
21154,1
21157,1
21159,0
21160,0
21161,0
21163,0
21164,0
21165,0
21166,0
21167,1
21170,1
21172,0
21174,0
21175,0
21177,0
21179,0
21180,1
21183,1
21186,0
21187,0
21188,1
21190,1
21192,1
21194,1
21197,0
21199,1
21202,0
21203,0
21205,1
21208,0
21210,0
21211,1
21214,1
21216,0
21217,0
21218,1
21221,0
21222,0
21223,0
21224,0
21226,1
21228,1
21231,0
21233,0
21235,1
21237,0
21238,0
21239,1
21242,0
21243,0
21244,0
21246,0
21247,1
21250,0
21252,0
21254,1
21257,0
21258,0
21260,0
21261,1
21263,0
21265,0
21267,0
21268,1
21270,1
21272,0
21274,0
21275,0
21276,0
21277,0
21278,0
21280,1
21283,1
21286,0
21287,0
21289,1
21291,1
21293,1
21295,0
21297,0
21299,1
21301,0
21302,0
21304,0
21306,1
21307,1
21310,0
21312,1
21315,1
21317,1
21319,0
21321,0
21323,1
21326,0
21328,0
21329,0
21330,0
21332,1
21335,0
21336,0
21337,1
21339,0
21340,0
21342,0
21343,0
21344,0
21345,0
21346,0
21349,0
21350,0
21351,1
21353,1
21356,0
21358,0
21359,0
21361,1
21364,0
21366,0
21368,0
21369,0
21370,1
21373,0
21374,0
21375,0
21377,1
21379,1
21381,0
21383,0
21384,0
21386,1
21389,0
21391,1
21393,1
21395,0
21397,1
21400,0
21401,0
21402,0
21403,0
21405,0
21406,0
21407,0
21408,0
21410,1
21413,1
21416,0
21417,0
21419,1
21422,0
21424,0
21426,0
21427,0
21429,1
21431,1
21434,1
21437,0
21439,0
21440,0
21441,1
21444,1
21446,1
21449,1
21451,1
21453,0
21454,0
21455,0
21456,1
21458,0
21460,1
21463,1
21465,1
21468,1
21471,0
21473,0
21474,0
21475,0
21476,0
21478,0
21479,1
21482,0
21483,0
21484,1
21487,0
21489,0
21490,0
21491,1
21494,0
21495,0
21496,0
21497,0
21498,0
21500,0
21502,1
21504,0
21507,1
21510,0
21511,1
21513,0
21514,0
21515,1
21518,1
21521,1
21524,0
21525,0
21527,1
21530,1
21533,0
21534,0
21535,0
21536,0
21537,0
21538,1
21540,1
21542,0
21544,0
21545,0
21546,0
21547,0
21549,0
21551,0
21552,0
21554,1
21557,0
21558,0
21559,0
21561,0
21562,1
21563,1
21566,0
21567,1
21569,1
21571,1
21574,0
21576,1
21578,0
21580,0
21582,0
21583,0
21584,1
21587,0
21589,1
21591,0
21593,1
21596,1
21599,1
21602,0
21603,0
21604,0
21605,1
21608,1
21611,0
21613,1
21615,1
21618,0
21619,0
21620,0
21621,1
21624,0
21625,0
21627,1
21630,0
21632,0
21633,1
21635,0
21637,0
21638,1
21641,0
21643,0
21645,0
21646,1
21648,1
21651,0
21652,1
21654,0
21655,1
21658,0
21660,0
21661,0
21663,0
21664,0
21665,0
21666,0
21667,0
21668,1
21670,1
21673,1
21676,1
21678,0
21679,0
21681,1
21684,0
21685,0
21686,0
21687,1
21690,0
21692,0
21693,0
21694,0
21696,1
21698,1
21700,0
21701,0
21703,1
21705,0
21706,1
21709,1
21711,0
21713,0
21715,0
21716,0
21717,0
21719,0
21721,1
21723,0
21724,0
21726,0
21727,0
21728,1
21730,0
21732,0
21733,0
21735,0
21736,1
21739,1
21741,0
21742,0
21744,1
21746,0
21748,0
21750,0
21751,1
21753,0
21755,1
21757,1
21760,1
21763,0
21764,0
21765,0
21766,0
21768,1
21770,0
21771,0
21773,1
21776,0
21777,0
21779,1
21782,0
21783,1
21786,0
21788,0
21789,1
21792,0
21793,0
21795,0
21797,0
21798,0
21799,1
21802,1
21804,1
21806,0
21807,1
21810,1
21813,0
21814,0
21816,0
21817,0
21818,1
21821,0
21822,0
21823,1
21826,0
21828,0
21830,0
21831,0
21832,1
21834,0
21835,1
21837,1
21839,1
21841,0
21843,0
21844,0
21845,0
21847,0
21848,1
21850,1
21853,0
21854,1
21856,0
21858,1
21861,0
21862,0
21863,1
21866,0
21867,0
21868,0
21870,1
21872,1
21876,0
21878,1
21880,0
21882,1
21885,1
21888,0
21889,1
21891,0
21892,0
21893,1
21895,0
21896,0
21898,0
21899,0
21900,0
21901,1
21903,0
21905,0
21907,1
21909,1
21911,1
21914,0
21915,0
21916,0
21917,0
21918,0
21919,1
21921,0
21923,1
21925,0
21926,0
21927,0
21929,0
21931,0
21933,1
21936,1
21939,0
21940,0
21941,0
21942,1
21945,1
21947,0
21948,1
21950,1
21952,0
21953,0
21954,1
21957,1
21960,0
21961,1
21964,0
21965,0
21966,0
21968,0
21969,0
21970,1
21973,0
21974,0
21975,0
21976,1
21979,0
21981,1
21983,0
21984,0
21985,1
21988,0
21990,1
21992,1
21995,0
21996,0
21997,1
21999,0
22000,0
22001,0
22002,0
22003,0
22004,0
22005,0
22006,1
22009,0
22011,0
22013,0
22014,0
22016,1
22019,1
22021,0
22022,0
22023,1
22026,1
22029,1
22031,1
22034,0
22036,0
22037,0
22038,1
22041,0
22042,0
22043,0
22045,1
22048,0
22050,0
22051,0
22052,0
22053,0
22054,0
22055,1
22058,1
22061,0
22062,0
22064,0
22066,1
22069,0
22070,0
22071,1
22074,1
22076,1
22079,0
22081,1
22084,0
22086,1
22088,1
22092,0
22093,0
22094,1
22097,0
22098,0
22099,1
22102,0
22103,1
22106,0
22107,1
22110,1
22113,1
22116,0
22118,0
22119,0
22120,1
22123,1
22126,1
22129,1
22132,0
22134,1
22137,0
22139,0
22140,0
22141,1
22142,1
22144,1
22147,1
22149,0
22150,0
22151,1
22154,0
22156,0
22157,0
22158,0
22159,1
22161,0
22162,0
22164,0
22165,0
22166,0
22167,0
22168,1
22171,0
22172,0
22173,0
22174,0
22175,1
22178,0
22179,1
22182,0
22184,0
22186,1
22188,1
22191,0
22192,1
22195,0
22197,1
22199,0
22200,0
22201,1
22203,0
22204,0
22206,0
22207,0
22209,0
22210,0
22211,0
22212,0
22213,0
22215,0
22216,0
22217,1
22219,0
22221,1
22223,0
22225,1
22227,1
22229,0
22230,0
22231,0
22232,0
22234,0
22235,0
22236,0
22237,1
22240,1
22243,0
22244,0
22245,0
22246,0
22248,0
22249,1
22252,0
22253,0
22255,0
22257,0
22258,0
22260,0
22261,1
22264,1
22266,1
22268,0
22269,0
22270,0
22271,0
22272,0
22273,0
22274,0
22275,1
22277,1
22279,1
22281,1
22284,1
22287,1
22289,0
22290,0
22291,1
22294,0
22295,0
22296,1
22299,1
22302,0
22304,0
22306,1
22308,1
22311,0
22312,1
22314,1
22317,0
22318,1
22320,0
22322,0
22323,1
22325,0
22326,0
22328,0
22330,1
22332,0
22333,1
22335,0
22336,0
22337,0
22338,1
22340,1
22342,0
22343,0
22344,0
22346,0
22347,0
22348,1
22351,1
22354,0
22355,0
22357,1
22360,0
22361,0
22362,0
22363,0
22365,0
22367,0
22369,0
22371,1
22374,1
22377,0
22378,1
22381,0
22383,0
22384,0
22385,1
22387,0
22389,1
22391,0
22392,0
22393,0
22394,1
22396,1
22399,1
22402,1
22404,0
22405,1
22407,0
22408,0
22409,0
22410,0
22411,0
22412,0
22413,1
22416,0
22417,0
22419,0
22421,1
22423,0
22424,0
22425,1
22427,0
22429,0
22430,0
22431,1
22434,1
22436,0
22438,0
22440,0
22441,0
22442,0
22443,0
22444,0
22445,0
22447,1
22449,1
22452,0
22453,1
22455,1
22456,1
22458,0
22460,1
22463,1
22466,1
22468,0
22469,1
22471,0
22473,0
22475,0
22476,0
22477,1
22480,0
22482,1
22485,0
22486,1
22488,1
22491,1
22493,0
22494,1
22496,1
22499,0
22501,0
22502,1
22504,1
22507,0
22509,1
22512,1
22515,1
22518,1
22521,0
22523,0
22525,0
22527,0
22528,1
22531,1
22534,0
22536,1
22539,0
22541,0
22543,0
22544,1
22546,1
22549,1
22552,0
22553,0
22556,1
22558,1
22561,1
22564,0
22566,0
22567,0
22568,0
22569,1
22571,0
22572,0
22573,0
22575,0
22576,0
22577,0
22579,1
22581,0
22582,0
22583,0
22585,0
22586,0
22588,0
22590,1
22593,0
22594,0
22595,0
22596,1
22599,1
22601,0
22602,1
22605,0
22606,0
22607,0
22609,0
22611,0
22612,1
22615,0
22617,0
22618,0
22620,1
22622,1
22625,1
22628,1
22631,1
22634,0
22636,0
22637,0
22638,1
22641,0
22643,1
22645,0
22647,0
22648,1
22651,0
22652,0
22653,1
22655,1
22658,1
22660,0
22661,0
22662,0
22663,1
22665,0
22666,0
22667,0
22668,0
22669,1
22672,0
22674,1
22677,0
22678,0
22680,1
22683,0
22684,1
22686,1
22688,1
22690,0
22692,1
22694,0
22695,1
22697,0
22698,0
22699,0
22700,0
22701,0
22702,1
22705,0
22707,0
22708,0
22710,1
22713,0
22714,0
22715,0
22717,1
22720,0
22721,1
22724,1
22726,0
22728,1
22731,0
22732,1
22735,1
22738,0
22739,0
22741,1
22743,0
22745,0
22746,1
22748,0
22750,0
22751,1
22753,0
22754,1
22756,1
22758,0
22760,1
22763,1
22765,1
22767,0
22768,0
22769,1
22771,0
22772,1
22774,0
22775,0
22776,0
22777,1
22780,1
22783,1
22786,0
22788,1
22791,0
22793,0
22795,1
22796,1
22799,0
22801,1
22804,1
22807,1
22810,0
22811,0
22812,0
22813,0
22814,0
22816,0
22817,0
22818,0
22819,1
22821,1
22823,0
22825,1
22827,0
22828,1
22831,1
22834,0
22836,0
22837,0
22839,0
22840,0
22842,0
22844,0
22845,0
22846,0
22847,0
22849,1
22852,1
22855,0
22857,0
22859,1
22861,1
22864,1
22867,1
22870,0
22872,0
22873,0
22874,0
22875,0
22876,0
22878,1
22880,1
22882,0
22883,0
22884,1
22886,0
22887,0
22888,0
22890,0
22891,1
22893,0
22894,0
22895,0
22896,0
22897,0
22898,0
22899,1
22901,1
22904,1
22906,1
22909,0
22910,1
22913,0
22914,0
22916,0
22917,0
22918,0
22919,1
22920,1
22922,0
22924,0
22926,1
22929,0
22931,0
22932,0
22933,1
22935,0
22937,1
22940,0
22941,0
22942,1
22945,0
22946,0
22947,0
22948,1
22951,0
22952,0
22954,0
22956,1
22959,0
22960,0
22961,0
22963,1
22965,0
22966,0
22967,0
22969,0
22971,1
22973,1
22976,1
22979,0
22980,1
22983,0
22984,0
22985,0
22986,0
22988,0
22990,0
22991,0
22992,1
22995,1
22997,0
22998,0
23000,0
23002,1
23005,0
23006,0
23007,1
23010,0
23011,1
23013,0
23014,0
23015,0
23017,0
23019,0
23020,0
23021,1
23024,0
23025,0
23026,1
23029,0
23031,0
23032,0
23033,0
23034,0
23036,0
23037,0
23039,0
23041,0
23042,0
23044,0
23045,0
23046,1
23048,1
23051,1
23054,0
23056,0
23057,0
23058,0
23059,0
23060,1
23062,0
23063,0
23065,0
23067,1
23070,0
23071,0
23073,1
23076,0
23077,1
23079,1
23082,0
23083,0
23085,1
23088,1
23090,0
23091,0
23092,0
23093,0
23094,0
